InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Total,NetTotal
538974,SKU_1111,"Wireless Mouse",40,"2020-01-04 16:00:00",91.57,82963.0,Norway,0.35,paypall,29.97,Accessories,In-store,"Not Returned",FedEx,London,High,3648.8,3618.83
635822,SKU_1891,"Office Chair",32,"2020-01-04 22:00:00",41.15,97271.0,"United Kingdom",0.4,"Credit Card",7.7,Accessories,Online,"Not Returned",DHL,Berlin,High,1304,1296.3
320884,SKU_1894,"Office Chair",42,"2020-01-05 05:00:00",34.93,71731.0,France,0.41,paypall,17.4,Accessories,Online,"Not Returned","Royal Mail",London,High,1449.84,1432.44
633556,SKU_1948,"USB Cable",34,"2020-01-05 10:00:00",85.06,64838.0,"United Kingdom",0.01,"Bank Transfer",29.98,Accessories,In-store,"Not Returned",DHL,Amsterdam,Medium,2891.7,2861.72
819064,SKU_1971,Headphones,9,"2020-01-05 13:00:00",57.1,90824.0,Sweden,0.01,"Bank Transfer",11.88,Accessories,Online,"Not Returned","Royal Mail",Amsterdam,Low,513.81,501.93
937646,SKU_1466,"Wireless Mouse",7,"2020-01-05 19:00:00",10.74,90633.0,"United Kingdom",0.44,"Bank Transfer",17.3,Accessories,In-store,"Not Returned",DHL,Rome,Low,72.1,54.8
476896,SKU_1108,"Blue Pen",24,"2020-01-05 20:00:00",76.55,54727.0,"United States",0,paypall,8.27,Accessories,Online,"Not Returned",UPS,London,Medium,1837.2,1828.93
555808,SKU_1839,Notebook,4,"2020-01-06 01:00:00",19.27,83367.0,France,0.07,"Credit Card",25.98,Accessories,Online,"Not Returned",DHL,Amsterdam,Low,76.8,50.82
686146,SKU_1527,"USB Cable",17,"2020-01-06 10:00:00",19.05,25812.0,France,0.02,"Bank Transfer",11.25,Accessories,In-store,"Not Returned","Royal Mail",Rome,Low,323.51,312.26
388998,SKU_1616,"Desk Lamp",29,"2020-01-06 15:00:00",29.51,52354.0,Australia,0.43,paypall,19.15,Accessories,In-store,"Not Returned",UPS,Berlin,Medium,843.32,824.17
728776,SKU_1086,"Wall Clock",8,"2020-01-06 17:00:00",14.92,75894.0,France,0.16,"Bank Transfer",14.11,Accessories,Online,"Not Returned",DHL,Rome,Medium,118.08,103.97
921654,SKU_1470,"Blue Pen",18,"2020-01-07 01:00:00",36,24841.0,Netherlands,0.16,"Credit Card",17.99,Accessories,In-store,"Not Returned",FedEx,Rome,High,645.12,627.13
556551,SKU_1632,"USB Cable",9,"2020-01-07 05:00:00",3,37447.0,Spain,0.41,"Credit Card",5.01,Accessories,In-store,"Not Returned",DHL,Berlin,Medium,23.31,18.3
999684,SKU_1729,"Blue Pen",43,"2020-01-07 11:00:00",21.13,10263.0,Sweden,0.07,"Bank Transfer",12.09,Accessories,In-store,"Not Returned","Royal Mail",Berlin,High,905.58,893.49
314020,SKU_1458,"White Mug",42,"2020-01-07 16:00:00",63.34,27891.0,"United States",0.42,paypall,10.89,Accessories,Online,"Not Returned",DHL,London,Medium,2642.64,2631.75
647707,SKU_1155,"Wall Clock",4,"2020-01-08 01:00:00",18.03,23776.0,Australia,0.12,paypall,19.85,Accessories,Online,"Not Returned","Royal Mail",Paris,High,71.64,51.79
869598,SKU_1068,"White Mug",42,"2020-01-08 03:00:00",25.56,43533.0,Italy,0.27,"Bank Transfer",10.56,Accessories,In-store,"Not Returned",UPS,Berlin,Medium,1062.18,1051.62
205878,SKU_1406,Notebook,40,"2020-01-08 13:00:00",71.99,61731.0,Norway,0.2,"Bank Transfer",8.09,Accessories,Online,Returned,FedEx,Rome,Low,2871.6,2863.51
873290,SKU_1682,"Wall Clock",22,"2020-01-08 16:00:00",22.65,20383.0,"United Kingdom",0.32,"Credit Card",15.26,Accessories,In-store,"Not Returned",FedEx,Amsterdam,Medium,491.26,476
874684,SKU_1921,"Desk Lamp",30,"2020-01-08 17:00:00",28.71,54324.0,Italy,0.1,"Credit Card",18.43,Accessories,Online,"Not Returned","Royal Mail",Paris,High,858.3,839.87
479989,SKU_1136,Headphones,42,"2020-01-08 22:00:00",5.56,58025.0,Italy,0.29,"Bank Transfer",7.77,Accessories,In-store,"Not Returned","Royal Mail",Berlin,Medium,221.34,213.57
981691,SKU_1962,Backpack,3,"2020-01-09 06:00:00",2.73,GUEST,Portugal,0.09,"Credit Card",17.4,Accessories,In-store,"Not Returned",UPS,MAIN,High,7.92,-9.48
125939,SKU_1017,"USB Cable",39,"2020-01-09 09:00:00",61.55,90478.0,Netherlands,0.27,"Bank Transfer",26.19,Accessories,In-store,"Not Returned",FedEx,Berlin,Low,2389.92,2363.73
237848,SKU_1787,Headphones,10,"2020-01-09 22:00:00",90.41,17613.0,France,0.44,paypall,20.95,Accessories,Online,"Not Returned",UPS,Paris,Medium,899.7,878.75
502690,SKU_1166,Backpack,27,"2020-01-10 02:00:00",69.79,62939.0,Germany,0.31,"Bank Transfer",22.87,Accessories,In-store,"Not Returned","Royal Mail",Paris,Medium,1875.96,1853.09
551269,SKU_1402,Backpack,10,"2020-01-10 04:00:00",97.8,16090.0,Australia,0.27,"Credit Card",9.03,Accessories,In-store,"Not Returned",DHL,Amsterdam,Medium,975.3,966.27
760890,SKU_1938,"Desk Lamp",40,"2020-01-10 06:00:00",60.98,45168.0,Belgium,0.33,"Credit Card",22.52,Accessories,In-store,"Not Returned",DHL,Berlin,Medium,2426,2403.48
265838,SKU_1918,"White Mug",31,"2020-01-10 11:00:00",76.92,40269.0,France,0.31,"Bank Transfer",27.18,Accessories,Online,"Not Returned",FedEx,London,Medium,2374.91,2347.73
293075,SKU_1312,"Office Chair",14,"2020-01-10 21:00:00",15.27,32750.0,Belgium,0.36,"Credit Card",13.18,Accessories,In-store,"Not Returned",DHL,Amsterdam,Low,208.74,195.56
314283,SKU_1961,"Blue Pen",9,"2020-01-10 22:00:00",82.35,54903.0,Belgium,0.25,"Credit Card",28.06,Accessories,Online,"Not Returned",UPS,Paris,Medium,738.9,710.84
193264,SKU_1961,"USB Cable",36,"2020-01-11 07:00:00",80.56,16744.0,"United States",0.13,"Bank Transfer",19.72,Accessories,Online,"Not Returned",DHL,Amsterdam,High,2895.48,2875.76
870746,SKU_1677,"White Mug",32,"2020-01-11 08:00:00",25.03,47216.0,Norway,0.04,"Bank Transfer",14.01,Accessories,Online,"Not Returned",UPS,Berlin,Low,799.68,785.67
325281,SKU_1348,"USB Cable",21,"2020-01-11 10:00:00",77.91,45122.0,Sweden,0.34,"Credit Card",18.12,Accessories,Online,"Not Returned",UPS,Amsterdam,Low,1628.97,1610.85
277789,SKU_1545,"Blue Pen",24,"2020-01-11 19:00:00",49.59,33675.0,Italy,0.37,paypall,7.11,Accessories,Online,"Not Returned","Royal Mail",London,High,1181.28,1174.17
781669,SKU_1054,T-shirt,4,"2020-01-12 01:00:00",47.54,11839.0,Spain,0.03,"Bank Transfer",8.07,Accessories,In-store,"Not Returned",DHL,Amsterdam,Low,190.04,181.97
722794,SKU_1912,"Wireless Mouse",30,"2020-01-12 06:00:00",60.15,13471.0,Italy,0.36,"Bank Transfer",15.3,Accessories,In-store,"Not Returned",DHL,London,Medium,1793.7,1778.4
206081,SKU_1231,T-shirt,4,"2020-01-12 13:00:00",88.55,GUEST,Norway,0.35,"Credit Card",28.5,Accessories,Online,"Not Returned",DHL,MAIN,High,352.8,324.3
210078,SKU_1722,"Desk Lamp",4,"2020-01-12 16:00:00",85.16,90190.0,Portugal,0.19,paypall,26.56,Accessories,In-store,"Not Returned",UPS,Rome,Low,339.88,313.32
151663,SKU_1418,"Wireless Mouse",17,"2020-01-12 22:00:00",25.52,63558.0,Australia,0.06,paypall,15.36,Accessories,In-store,"Not Returned",DHL,Paris,Medium,432.82,417.46
115708,SKU_1943,"USB Cable",39,"2020-01-12 23:00:00",8.17,16586.0,"United Kingdom",0.46,"Bank Transfer",7.32,Accessories,In-store,"Not Returned",UPS,London,High,300.69,293.37
233883,SKU_1871,T-shirt,41,"2020-01-13 02:00:00",70.95,54005.0,Italy,0.35,"Bank Transfer",19.59,Accessories,In-store,"Not Returned",DHL,Berlin,Low,2894.6,2875.01
501896,SKU_1511,"Wall Clock",10,"2020-01-13 11:00:00",18.87,92574.0,"United Kingdom",0.31,"Bank Transfer",9.06,Accessories,In-store,"Not Returned","Royal Mail",Amsterdam,Medium,185.6,176.54
577095,SKU_1138,"White Mug",43,"2020-01-13 13:00:00",20.93,78561.0,Sweden,0.22,"Credit Card",6.02,Accessories,Online,"Not Returned",FedEx,London,High,890.53,884.51
987121,SKU_1230,"USB Cable",17,"2020-01-13 16:00:00",38.12,14626.0,Portugal,0.43,paypall,17.87,Accessories,In-store,"Not Returned",DHL,Paris,Medium,640.73,622.86
399648,SKU_1937,"USB Cable",26,"2020-01-13 18:00:00",13.63,13846.0,Portugal,0.36,paypall,21.17,Accessories,Online,"Not Returned","Royal Mail",Rome,High,345.02,323.85
108155,SKU_1011,Headphones,8,"2020-01-13 20:00:00",57.33,27902.0,Sweden,0.43,paypall,11.85,Accessories,Online,"Not Returned",FedEx,Berlin,Medium,455.2,443.35
908350,SKU_1973,"Wall Clock",22,"2020-01-14 01:00:00",81.86,21037.0,Italy,0.22,"Credit Card",8.31,Accessories,Online,"Not Returned","Royal Mail",Rome,High,1796.08,1787.77
458745,SKU_1571,"Wall Clock",37,"2020-01-14 07:00:00",17.88,98641.0,"United States",0.32,"Credit Card",6.31,Accessories,In-store,"Not Returned",DHL,London,High,649.72,643.41
247443,SKU_1794,"Wireless Mouse",37,"2020-01-14 09:00:00",57.41,83955.0,Italy,0.1,paypall,13.55,Accessories,In-store,"Not Returned","Royal Mail",Rome,Medium,2120.47,2106.92
757409,SKU_1787,Backpack,15,"2020-01-14 12:00:00",17.02,48867.0,Netherlands,0.26,paypall,21.73,Accessories,Online,"Not Returned","Royal Mail",Paris,Medium,251.4,229.67
465871,SKU_1719,T-shirt,47,"2020-01-14 14:00:00",5.53,87950.0,Norway,0.11,"Credit Card",20.94,Accessories,In-store,"Not Returned",FedEx,Rome,Low,254.74,233.8
475037,SKU_1920,Backpack,15,"2020-01-14 15:00:00",38.97,70628.0,Australia,0.38,paypall,19.72,Accessories,In-store,"Not Returned",FedEx,Rome,Medium,578.85,559.13
292506,SKU_1009,"White Mug",10,"2020-01-14 19:00:00",29.31,98299.0,Australia,0.07,paypall,7.77,Accessories,Online,"Not Returned","Royal Mail",Berlin,Low,292.4,284.63
630583,SKU_1902,"Wireless Mouse",43,"2020-01-15 03:00:00",10.51,88420.0,Netherlands,0.16,"Bank Transfer",15.78,Accessories,In-store,"Not Returned","Royal Mail",Berlin,High,445.05,429.27
924792,SKU_1000,T-shirt,42,"2020-01-15 17:00:00",6.77,66163.0,Italy,0.43,paypall,29.15,Accessories,Online,"Not Returned",DHL,Amsterdam,Low,266.28,237.13
802335,SKU_1557,"Desk Lamp",18,"2020-01-15 21:00:00",81.72,74524.0,Australia,0.02,"Bank Transfer",18.38,Accessories,Online,Returned,"Royal Mail",Rome,Medium,1470.6,1452.22
881474,SKU_1123,"Desk Lamp",4,"2020-01-16 02:00:00",89.98,55419.0,"United Kingdom",0.11,paypall,18.79,Accessories,Online,"Not Returned",DHL,Berlin,Medium,359.48,340.69
554351,SKU_1986,"Desk Lamp",30,"2020-01-16 03:00:00",39.67,58164.0,"United Kingdom",0.42,"Bank Transfer",25.2,Accessories,Online,"Not Returned","Royal Mail",London,Low,1177.5,1152.3
909760,SKU_1733,"Wall Clock",5,"2020-01-16 09:00:00",6.75,20294.0,"United States",0.31,"Credit Card",7.78,Accessories,In-store,"Not Returned",DHL,Berlin,Low,32.2,24.42
977844,SKU_1700,"Wireless Mouse",43,"2020-01-16 10:00:00",33.67,68841.0,Australia,0.37,paypall,5.69,Accessories,Online,"Not Returned",DHL,Amsterdam,Medium,1431.9,1426.21
580047,SKU_1506,Headphones,38,"2020-01-16 11:00:00",26.46,28476.0,Portugal,0.19,paypall,27.54,Accessories,Online,"Not Returned",UPS,Rome,Medium,998.26,970.72
228391,SKU_1582,Notebook,2,"2020-01-16 14:00:00",93.45,53078.0,Portugal,0.2,"Credit Card",9.68,Accessories,In-store,"Not Returned",FedEx,London,Low,186.5,176.82
538741,SKU_1791,Headphones,2,"2020-01-16 23:00:00",14.96,65524.0,Australia,0.17,"Credit Card",17.25,Accessories,Online,"Not Returned","Royal Mail",Berlin,High,29.58,12.33
234508,SKU_1396,"White Mug",2,"2020-01-17 05:00:00",63.59,34992.0,"United States",0.03,paypall,5.6,Accessories,In-store,Returned,FedEx,Berlin,Low,127.12,121.52
962645,SKU_1079,Backpack,1,"2020-01-17 07:00:00",70.03,58975.0,Norway,0.42,"Credit Card",27.41,Accessories,Online,"Not Returned",DHL,Paris,Low,69.61,42.2
940477,SKU_1853,"Blue Pen",31,"2020-01-17 12:00:00",23.43,10600.0,France,0.31,"Bank Transfer",21.54,Accessories,Online,"Not Returned",DHL,London,Medium,716.72,695.18
727234,SKU_1070,Notebook,16,"2020-01-17 21:00:00",35.23,56701.0,Portugal,0.08,"Bank Transfer",6.34,Accessories,Online,"Not Returned","Royal Mail",Berlin,High,562.4,556.06
730271,SKU_1138,Notebook,22,"2020-01-17 23:00:00",14.4,GUEST,France,0.21,"Bank Transfer",22.87,Accessories,In-store,"Not Returned",UPS,Berlin,Low,312.18,289.31
929957,SKU_1641,T-shirt,20,"2020-01-18 06:00:00",48.45,87631.0,Spain,0.15,paypall,10.62,Accessories,Online,"Not Returned","Royal Mail",London,Medium,966,955.38
889852,SKU_1554,"Wall Clock",41,"2020-01-18 12:00:00",36.66,55598.0,"United Kingdom",0,"Credit Card",15.4,Accessories,Online,"Not Returned","Royal Mail",Rome,Medium,1503.06,1487.66
241564,SKU_1084,"USB Cable",8,"2020-01-18 20:00:00",97.94,GUEST,Italy,0.11,"Credit Card",9.64,Accessories,In-store,Returned,DHL,MAIN,High,782.64,773
866577,SKU_1968,"Office Chair",48,"2020-01-19 10:00:00",87.15,60042.0,Portugal,0.4,paypall,16.42,Accessories,In-store,"Not Returned",DHL,London,Medium,4164,4147.58
104014,SKU_1118,"Desk Lamp",16,"2020-01-19 12:00:00",46.69,10690.0,"United States",0.07,"Credit Card",27.86,Accessories,In-store,"Not Returned",FedEx,Paris,High,745.92,718.06
118070,SKU_1099,"Wall Clock",33,"2020-01-19 14:00:00",71.8,64645.0,Netherlands,0.04,"Credit Card",27.06,Accessories,Online,"Not Returned",DHL,London,Low,2368.08,2341.02
635017,SKU_1841,"Wall Clock",16,"2020-01-19 18:00:00",34.16,63142.0,Norway,0.25,paypall,28.21,Accessories,Online,"Not Returned","Royal Mail",Berlin,High,542.56,514.35
833429,SKU_1938,Backpack,49,"2020-01-20 01:00:00",91.7,97086.0,Belgium,0.34,"Credit Card",17.63,Accessories,Online,"Not Returned",FedEx,Rome,High,4476.64,4459.01
348710,SKU_1819,"Wall Clock",30,"2020-01-20 15:00:00",60.56,46560.0,Belgium,0.39,paypall,27.65,Accessories,In-store,"Not Returned","Royal Mail",Paris,Medium,1805.1,1777.45
997059,SKU_1801,"White Mug",6,"2020-01-20 17:00:00",51.55,40650.0,Norway,0.25,"Bank Transfer",19.65,Accessories,Online,"Not Returned","Royal Mail",Paris,Low,307.8,288.15
956748,SKU_1894,Notebook,27,"2020-01-20 18:00:00",27.61,19221.0,Germany,0.41,"Credit Card",20.05,Accessories,In-store,"Not Returned",DHL,London,High,734.4,714.35
368799,SKU_1811,Backpack,33,"2020-01-20 22:00:00",77.92,82917.0,"United Kingdom",0.11,"Credit Card",24.4,Accessories,In-store,Returned,DHL,Rome,Low,2567.73,2543.33
506619,SKU_1516,"Office Chair",17,"2020-01-21 05:00:00",51.82,97635.0,Portugal,0.33,"Bank Transfer",21.91,Accessories,Online,"Not Returned","Royal Mail",Rome,High,875.33,853.42
193848,SKU_1120,"Wireless Mouse",36,"2020-01-21 11:00:00",88.77,97715.0,Italy,0.09,paypall,29.01,Accessories,In-store,"Not Returned",DHL,London,Medium,3192.48,3163.47
384821,SKU_1880,"Desk Lamp",5,"2020-01-21 16:00:00",73.95,25688.0,Netherlands,0.02,"Credit Card",10.3,Accessories,Online,"Not Returned",FedEx,Paris,High,369.65,359.35
170313,SKU_1921,Notebook,10,"2020-01-21 20:00:00",6.71,47369.0,Belgium,0.41,"Bank Transfer",13.66,Accessories,Online,"Not Returned","Royal Mail",Berlin,High,63,49.34
103051,SKU_1328,Notebook,10,"2020-01-22 03:00:00",4.39,30573.0,Italy,0.23,"Credit Card",28.81,Accessories,In-store,"Not Returned",UPS,Amsterdam,High,41.6,12.79
311810,SKU_1454,T-shirt,17,"2020-01-22 11:00:00",96.01,44667.0,Netherlands,0.21,"Credit Card",12.52,Accessories,In-store,Returned,"Royal Mail",Paris,High,1628.6,1616.08
827975,SKU_1040,Notebook,4,"2020-01-22 12:00:00",35.08,26187.0,Norway,0.41,"Credit Card",11.88,Accessories,In-store,"Not Returned",FedEx,London,Medium,138.68,126.8
333841,SKU_1128,"Wall Clock",8,"2020-01-22 16:00:00",6.36,45088.0,Spain,0.15,"Credit Card",18.93,Accessories,In-store,"Not Returned",UPS,London,Low,49.68,30.75
977284,SKU_1540,"Wireless Mouse",2,"2020-01-23 04:00:00",9.43,69767.0,Germany,0.29,"Bank Transfer",10.1,Accessories,Online,Returned,FedEx,Berlin,Low,18.28,8.18
200235,SKU_1547,"Office Chair",23,"2020-01-23 11:00:00",88.75,85467.0,Portugal,0.2,"Bank Transfer",9.56,Accessories,Online,"Not Returned",DHL,Paris,Medium,2036.65,2027.09
546438,SKU_1864,T-shirt,45,"2020-01-24 03:00:00",39.45,67271.0,Australia,0.17,"Bank Transfer",25.91,Accessories,In-store,"Not Returned",UPS,London,Medium,1767.6,1741.69
955474,SKU_1725,T-shirt,33,"2020-01-24 14:00:00",39,65119.0,Italy,0.4,"Credit Card",26.84,Accessories,In-store,"Not Returned",UPS,Paris,Low,1273.8,1246.96
455612,SKU_1014,"Office Chair",3,"2020-01-24 17:00:00",24.55,31674.0,"United States",0.48,"Credit Card",10.17,Accessories,In-store,"Not Returned",DHL,Amsterdam,Medium,72.21,62.04
178781,SKU_1468,Backpack,19,"2020-01-25 00:00:00",69.98,52606.0,Portugal,0.47,"Credit Card",6.01,Accessories,Online,"Not Returned",FedEx,London,Low,1320.69,1314.68
864121,SKU_1978,T-shirt,9,"2020-01-25 05:00:00",7.32,GUEST,"United States",0.28,"Bank Transfer",23.53,Accessories,In-store,"Not Returned",DHL,Rome,Medium,63.36,39.83
876665,SKU_1837,Notebook,12,"2020-01-25 06:00:00",85.34,97468.0,Germany,0.41,"Bank Transfer",5.96,Accessories,In-store,"Not Returned",FedEx,Paris,Low,1019.16,1013.2
460260,SKU_1457,"Office Chair",42,"2020-01-25 19:00:00",56.68,98016.0,Belgium,0.46,paypall,18.36,Accessories,Online,"Not Returned",DHL,Berlin,High,2361.24,2342.88
820777,SKU_1970,"USB Cable",27,"2020-01-26 00:00:00",85.65,23458.0,Portugal,0.39,"Credit Card",14.34,Accessories,In-store,"Not Returned","Royal Mail",Berlin,High,2302.02,2287.68
647577,SKU_1049,Headphones,18,"2020-01-26 01:00:00",58.93,93149.0,Belgium,0.16,paypall,5.01,Accessories,In-store,"Not Returned",UPS,London,Low,1057.86,1052.85
472370,SKU_1890,"White Mug",37,"2020-01-26 02:00:00",9.03,70326.0,Australia,0.37,"Bank Transfer",10.7,Accessories,In-store,"Not Returned",FedEx,London,Medium,320.42,309.72
404119,SKU_1379,"Office Chair",40,"2020-01-26 06:00:00",60.62,47557.0,"United Kingdom",0.38,"Credit Card",22.18,Accessories,Online,"Not Returned","Royal Mail",Amsterdam,Medium,2409.6,2387.42
149115,SKU_1183,"Wireless Mouse",47,"2020-01-26 16:00:00",93.36,75498.0,Portugal,0.25,paypall,5.29,Accessories,In-store,"Not Returned",FedEx,Amsterdam,Low,4376.17,4370.88
843583,SKU_1661,"USB Cable",45,"2020-01-26 18:00:00",99.88,11669.0,Italy,0.07,"Bank Transfer",8.51,Accessories,In-store,"Not Returned","Royal Mail",Rome,Medium,4491.45,4482.94
636226,SKU_1221,"USB Cable",33,"2020-01-26 23:00:00",29.63,23603.0,"United Kingdom",0.13,"Bank Transfer",28.81,Accessories,In-store,"Not Returned","Royal Mail",Amsterdam,Medium,973.5,944.69
825948,SKU_1217,Backpack,37,"2020-01-27 02:00:00",31.69,47907.0,"United Kingdom",0.16,"Credit Card",12.58,Accessories,Online,"Not Returned",UPS,London,Low,1166.61,1154.03
990123,SKU_1884,Backpack,17,"2020-01-27 06:00:00",25.41,57835.0,Norway,0.05,"Bank Transfer",28.31,Accessories,In-store,"Not Returned","Royal Mail",Paris,Medium,431.12,402.81
591072,SKU_1518,"Desk Lamp",49,"2020-01-27 08:00:00",90.35,23478.0,Belgium,0.18,"Credit Card",8.42,Accessories,Online,"Not Returned","Royal Mail",Rome,High,4418.33,4409.91
767521,SKU_1440,"USB Cable",45,"2020-01-27 17:00:00",95.07,49114.0,Spain,0.19,paypall,21.34,Accessories,In-store,"Not Returned",UPS,Paris,Low,4269.6,4248.26
980729,SKU_1625,"Wireless Mouse",30,"2020-01-28 00:00:00",24.99,53102.0,Belgium,0.34,"Credit Card",21.83,Accessories,In-store,"Not Returned",DHL,Amsterdam,Low,739.5,717.67
649639,SKU_1095,T-shirt,13,"2020-01-28 01:00:00",25.63,69509.0,Italy,0.34,paypall,28.31,Accessories,In-store,Returned,FedEx,Berlin,High,328.77,300.46
182745,SKU_1882,Headphones,49,"2020-01-28 11:00:00",11.06,27097.0,Netherlands,0.2,"Credit Card",9.39,Accessories,In-store,Returned,"Royal Mail",Berlin,High,532.14,522.75
631831,SKU_1357,Headphones,4,"2020-01-28 17:00:00",46,74342.0,Norway,0.32,paypall,29.79,Accessories,In-store,"Not Returned",DHL,London,Low,182.72,152.93
930857,SKU_1035,"Desk Lamp",19,"2020-01-28 23:00:00",72.78,39553.0,Belgium,0.01,paypall,8.31,Accessories,In-store,Returned,DHL,Berlin,Medium,1382.63,1374.32
969474,SKU_1811,Backpack,8,"2020-01-29 05:00:00",44.52,87327.0,Portugal,0.07,"Bank Transfer",13.22,Accessories,Online,"Not Returned","Royal Mail",Amsterdam,Medium,355.6,342.38
296582,SKU_1419,"Blue Pen",1,"2020-01-29 10:00:00",79.05,14967.0,Netherlands,0.24,paypall,24.01,Accessories,Online,"Not Returned","Royal Mail",Amsterdam,Low,78.81,54.8
737144,SKU_1393,"White Mug",9,"2020-01-29 20:00:00",14.74,74518.0,Sweden,0.07,"Credit Card",7.72,Accessories,In-store,"Not Returned",FedEx,London,High,132.03,124.31
286141,SKU_1133,"Wall Clock",42,"2020-01-29 23:00:00",69,20343.0,Norway,0.49,"Credit Card",25.91,Accessories,Online,"Not Returned",FedEx,Berlin,Low,2877.42,2851.51
998320,SKU_1783,"Desk Lamp",21,"2020-01-30 00:00:00",58.77,13061.0,Italy,0.34,"Bank Transfer",11.26,Accessories,In-store,"Not Returned",DHL,Paris,Medium,1227.03,1215.77
734736,SKU_1955,"Blue Pen",30,"2020-01-30 01:00:00",60.31,89073.0,Italy,0.25,"Bank Transfer",10.5,Accessories,In-store,"Not Returned",DHL,Rome,High,1801.8,1791.3
509995,SKU_1644,"Desk Lamp",22,"2020-01-30 09:00:00",95.65,59837.0,Belgium,0.29,"Credit Card",17.16,Accessories,In-store,"Not Returned",FedEx,Rome,Medium,2097.92,2080.76
525523,SKU_1186,"Wireless Mouse",40,"2020-01-30 17:00:00",62.82,84863.0,Portugal,0.26,paypall,17.74,Accessories,In-store,"Not Returned",UPS,London,Low,2502.4,2484.66
973332,SKU_1368,Backpack,14,"2020-01-30 22:00:00",67.15,91522.0,Germany,0.31,paypall,7.7,Accessories,In-store,"Not Returned","Royal Mail",Paris,Medium,935.76,928.06
320184,SKU_1199,"Wall Clock",10,"2020-01-31 01:00:00",38.75,62398.0,France,0.47,"Bank Transfer",6.93,Accessories,In-store,"Not Returned",FedEx,Amsterdam,Medium,382.8,375.87
422710,SKU_1500,Backpack,37,"2020-01-31 06:00:00",79.51,83904.0,Netherlands,0.38,"Bank Transfer",16.54,Accessories,Online,"Not Returned",DHL,Paris,Medium,2927.81,2911.27
464778,SKU_1572,"Office Chair",32,"2020-01-31 20:00:00",28.18,10752.0,Spain,0.33,"Credit Card",6.72,Accessories,In-store,"Not Returned",DHL,London,High,891.2,884.48
727438,SKU_1267,"Wireless Mouse",48,"2020-01-31 23:00:00",8.91,79530.0,Belgium,0.35,paypall,9.36,Accessories,Online,"Not Returned",UPS,Berlin,High,410.88,401.52
254697,SKU_1296,T-shirt,36,"2020-02-01 02:00:00",34.73,99827.0,Italy,0.15,paypall,20.74,Accessories,In-store,"Not Returned",DHL,Amsterdam,Low,1244.88,1224.14
128295,SKU_1699,"Desk Lamp",10,"2020-02-01 23:00:00",47.42,43994.0,Sweden,0.02,paypall,27.5,Accessories,In-store,"Not Returned",DHL,London,Medium,474,446.5
