InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Total,NetTotal
922352,SKU_1475,"White Mug",49,"2020-01-04 05:00:00",49.41,80434.0,"United Kingdom",0.38,"Bank Transfer",8.8,Stationery,In-store,"Not Returned","Royal Mail",London,Low,2402.47,2393.67
864469,SKU_1312,"USB Cable",17,"2020-01-04 11:00:00",8.62,35193.0,Belgium,0.13,paypall,19.11,Stationery,Online,"Not Returned",FedEx,Amsterdam,Low,144.33,125.22
271829,SKU_1121,T-shirt,34,"2020-01-04 14:00:00",13.63,61596.0,Norway,0.08,"Bank Transfer",24.2,Stationery,Online,"Not Returned",DHL,Berlin,Low,460.7,436.5
302283,SKU_1238,T-shirt,13,"2020-01-04 17:00:00",7.54,89681.0,Belgium,0.38,"Credit Card",26.46,Stationery,In-store,"Not Returned","Royal Mail",Rome,Low,93.08,66.62
661353,SKU_1348,"White Mug",27,"2020-01-04 19:00:00",68.95,28796.0,"United States",0.45,"Bank Transfer",18.1,Stationery,Online,"Not Returned",UPS,Amsterdam,Medium,1849.5,1831.4
323165,SKU_1510,Backpack,18,"2020-01-04 20:00:00",33.22,76428.0,France,0.22,"Bank Transfer",24.77,Stationery,Online,"Not Returned","Royal Mail",Rome,Medium,594,569.23
679879,SKU_1811,Backpack,5,"2020-01-05 04:00:00",48.24,14493.0,Belgium,0.18,paypall,6.68,Stationery,Online,"Not Returned",DHL,Amsterdam,Medium,240.3,233.62
124300,SKU_1951,Headphones,8,"2020-01-05 07:00:00",46.19,GUEST,Norway,0.1,"Bank Transfer",12.81,Stationery,In-store,"Not Returned",UPS,MAIN,High,368.72,355.91
616588,SKU_1813,"USB Cable",20,"2020-01-05 16:00:00",84.61,19020.0,Norway,0.26,"Bank Transfer",11.7,Stationery,In-store,"Not Returned",FedEx,Paris,High,1687,1675.3
662332,SKU_1670,"Wireless Mouse",41,"2020-01-05 18:00:00",22.68,64659.0,Netherlands,0.15,"Bank Transfer",20.14,Stationery,Online,"Not Returned",FedEx,Berlin,Medium,923.73,903.59
402918,SKU_1664,"Blue Pen",43,"2020-01-05 22:00:00",30.59,66873.0,Belgium,0.2,paypall,10.32,Stationery,Online,Returned,UPS,London,High,1306.77,1296.45
364712,SKU_1674,"Office Chair",7,"2020-01-05 23:00:00",78.42,25714.0,Norway,0.05,"Bank Transfer",26.71,Stationery,Online,"Not Returned",DHL,Rome,Low,548.59,521.88
803550,SKU_1507,"White Mug",28,"2020-01-06 04:00:00",31.18,70906.0,Spain,0.38,"Bank Transfer",6.1,Stationery,In-store,"Not Returned","Royal Mail",Berlin,High,862.4,856.3
236330,SKU_1027,Backpack,49,"2020-01-06 05:00:00",66.8,39946.0,Netherlands,0.36,"Bank Transfer",11.84,Stationery,Online,"Not Returned",FedEx,Rome,High,3255.56,3243.72
580754,SKU_1203,"Wall Clock",27,"2020-01-06 06:00:00",83.54,67934.0,Netherlands,0.33,"Credit Card",9.51,Stationery,In-store,"Not Returned",DHL,London,Medium,2246.67,2237.16
234633,SKU_1217,"White Mug",1,"2020-01-06 14:00:00",19.89,55924.0,Australia,0.28,"Bank Transfer",13.87,Stationery,Online,"Not Returned",FedEx,Paris,High,19.61,5.74
807611,SKU_1030,T-shirt,30,"2020-01-06 18:00:00",39.72,18762.0,Portugal,0.08,paypall,14.4,Stationery,Online,"Not Returned",FedEx,Paris,High,1189.2,1174.8
384806,SKU_1099,Notebook,30,"2020-01-06 19:00:00",69.96,15347.0,France,0.27,paypall,18.7,Stationery,Online,"Not Returned",DHL,Amsterdam,High,2090.7,2072
130535,SKU_1803,"White Mug",24,"2020-01-06 21:00:00",78.64,53955.0,Australia,0.06,paypall,8.97,Stationery,In-store,"Not Returned",UPS,Rome,High,1885.92,1876.95
938688,SKU_1494,"Desk Lamp",8,"2020-01-06 23:00:00",84.06,62215.0,Sweden,0.25,"Credit Card",13.35,Stationery,Online,"Not Returned",UPS,Paris,Medium,670.48,657.13
701661,SKU_1741,"Desk Lamp",34,"2020-01-07 02:00:00",59.68,25661.0,Norway,0.34,"Credit Card",15.93,Stationery,Online,"Not Returned",DHL,London,Medium,2017.56,2001.63
284064,SKU_1000,"Blue Pen",30,"2020-01-07 15:00:00",38.2,35788.0,France,0.42,"Bank Transfer",19.99,Stationery,In-store,"Not Returned",UPS,Berlin,Low,1133.4,1113.41
715270,SKU_1517,T-shirt,33,"2020-01-07 19:00:00",81.72,99835.0,Portugal,0.29,"Bank Transfer",15.35,Stationery,In-store,"Not Returned",UPS,Paris,Medium,2687.19,2671.84
353618,SKU_1722,"Office Chair",39,"2020-01-08 02:00:00",72.72,32464.0,Italy,0.11,"Credit Card",24.11,Stationery,In-store,"Not Returned","Royal Mail",Rome,Medium,2831.79,2807.68
872838,SKU_1491,"Wall Clock",21,"2020-01-08 05:00:00",32.07,GUEST,Belgium,0.01,"Credit Card",9.79,Stationery,In-store,"Not Returned",FedEx,Paris,Medium,673.26,663.47
222096,SKU_1299,T-shirt,4,"2020-01-08 06:00:00",5.05,58610.0,Norway,0.1,paypall,13.41,Stationery,Online,"Not Returned",DHL,Rome,Medium,19.8,6.39
827270,SKU_1938,"White Mug",49,"2020-01-08 14:00:00",2.23,44711.0,Spain,0.36,"Credit Card",14.89,Stationery,In-store,"Not Returned",DHL,London,High,91.63,76.74
264899,SKU_1296,Backpack,16,"2020-01-08 18:00:00",27.83,90909.0,"United Kingdom",0.24,"Bank Transfer",16.59,Stationery,In-store,"Not Returned",UPS,Paris,Low,441.44,424.85
164044,SKU_1709,"Office Chair",46,"2020-01-09 02:00:00",14.32,81596.0,"United States",0.19,paypall,11.89,Stationery,In-store,"Not Returned","Royal Mail",Amsterdam,High,649.98,638.09
515192,SKU_1152,Notebook,9,"2020-01-09 15:00:00",37.21,82942.0,"United States",0.33,"Credit Card",10.93,Stationery,Online,Returned,FedEx,Berlin,Medium,331.92,320.99
487261,SKU_1749,Notebook,14,"2020-01-09 17:00:00",39.81,87074.0,Italy,0.12,"Bank Transfer",22.6,Stationery,Online,"Not Returned","Royal Mail",London,Medium,555.66,533.06
785440,SKU_1776,"Wireless Mouse",38,"2020-01-09 19:00:00",68.71,24634.0,"United States",0.28,"Bank Transfer",23.26,Stationery,Online,"Not Returned",FedEx,Rome,High,2600.34,2577.08
554589,SKU_1525,Headphones,45,"2020-01-09 21:00:00",6.88,47080.0,Sweden,0.38,"Bank Transfer",23.49,Stationery,Online,"Not Returned",DHL,Rome,Low,292.5,269.01
227948,SKU_1009,"Office Chair",18,"2020-01-10 00:00:00",42.63,GUEST,"United States",0.3,"Credit Card",19.69,Stationery,In-store,"Not Returned",UPS,Amsterdam,Low,761.94,742.25
679304,SKU_1138,T-shirt,38,"2020-01-10 01:00:00",43.62,22601.0,Germany,0.28,"Credit Card",23.87,Stationery,Online,"Not Returned",DHL,Rome,Low,1646.92,1623.05
435674,SKU_1615,"USB Cable",26,"2020-01-10 12:00:00",43.43,43144.0,Norway,0.4,"Credit Card",14.71,Stationery,In-store,"Not Returned",UPS,Berlin,High,1118.78,1104.07
937437,SKU_1035,T-shirt,29,"2020-01-10 18:00:00",39.91,43644.0,Germany,0.1,"Bank Transfer",10.42,Stationery,In-store,"Not Returned",FedEx,Amsterdam,Low,1154.49,1144.07
165318,SKU_1019,Headphones,37,"2020-01-11 00:00:00",4.72,65646.0,Germany,0.07,paypall,27.76,Stationery,In-store,"Not Returned",UPS,Paris,High,172.05,144.29
417824,SKU_1941,Backpack,45,"2020-01-11 17:00:00",10.47,76764.0,Belgium,0.38,paypall,25.98,Stationery,In-store,"Not Returned",FedEx,Paris,Low,454.05,428.07
613153,SKU_1445,"White Mug",35,"2020-01-11 20:00:00",26.84,48451.0,Portugal,0.3,paypall,14.47,Stationery,In-store,"Not Returned","Royal Mail",Berlin,Medium,928.9,914.43
283734,SKU_1434,Notebook,40,"2020-01-12 05:00:00",59.5,38593.0,"United States",0.21,paypall,19.09,Stationery,In-store,"Not Returned","Royal Mail",Berlin,Medium,2371.6,2352.51
561079,SKU_1495,Notebook,9,"2020-01-12 11:00:00",12.69,75015.0,"United Kingdom",0.16,paypall,10.64,Stationery,In-store,"Not Returned",DHL,London,Low,112.77,102.13
713333,SKU_1599,Backpack,1,"2020-01-12 14:00:00",97.76,99931.0,Norway,0.4,"Bank Transfer",29.28,Stationery,In-store,"Not Returned","Royal Mail",Rome,Low,97.36,68.08
658986,SKU_1919,"USB Cable",18,"2020-01-12 15:00:00",17.39,97451.0,Spain,0.41,paypall,22.2,Stationery,Online,Returned,FedEx,Paris,High,305.64,283.44
967055,SKU_1734,"Wall Clock",28,"2020-01-12 17:00:00",58.6,10577.0,Spain,0.21,"Credit Card",12.7,Stationery,Online,"Not Returned","Royal Mail",Berlin,Low,1634.92,1622.22
851102,SKU_1555,"USB Cable",34,"2020-01-13 06:00:00",45.44,91270.0,Belgium,0.12,paypall,20.06,Stationery,Online,"Not Returned",FedEx,Amsterdam,Low,1540.88,1520.82
314835,SKU_1249,"Wireless Mouse",30,"2020-01-13 10:00:00",53.55,30420.0,"United Kingdom",0.25,"Credit Card",19.88,Stationery,Online,"Not Returned",UPS,Berlin,Low,1599,1579.12
474705,SKU_1487,Backpack,48,"2020-01-13 23:00:00",69.23,83358.0,Italy,0.06,"Bank Transfer",5.61,Stationery,Online,"Not Returned",UPS,Berlin,High,3320.16,3314.55
671542,SKU_1089,"White Mug",24,"2020-01-14 00:00:00",81.18,22155.0,Belgium,0.28,"Bank Transfer",21.57,Stationery,In-store,"Not Returned",DHL,Paris,Medium,1941.6,1920.03
654594,SKU_1537,"Office Chair",49,"2020-01-14 03:00:00",38.66,45422.0,Australia,0.24,paypall,6.78,Stationery,Online,"Not Returned","Royal Mail",Paris,Medium,1882.58,1875.8
480002,SKU_1797,"USB Cable",1,"2020-01-14 22:00:00",89.37,33323.0,Norway,0.13,paypall,8.0,Stationery,Online,"Not Returned",FedEx,Berlin,High,89.24,81.24
132711,SKU_1039,Notebook,31,"2020-01-15 10:00:00",72.24,65709.0,Portugal,0.1,"Credit Card",5.83,Stationery,Online,"Not Returned",DHL,Amsterdam,Low,2236.34,2230.51
757917,SKU_1580,Headphones,9,"2020-01-15 16:00:00",77.72,46821.0,Spain,0.29,"Credit Card",8.88,Stationery,Online,"Not Returned",UPS,Rome,Low,696.87,687.99
907789,SKU_1619,Backpack,45,"2020-01-15 22:00:00",33.12,91141.0,Sweden,0.38,paypall,23.83,Stationery,Online,Returned,FedEx,Berlin,High,1473.3,1449.47
177505,SKU_1474,"Wall Clock",42,"2020-01-16 00:00:00",85.33,96672.0,Australia,0.45,"Bank Transfer",11.36,Stationery,Online,"Not Returned",FedEx,Paris,High,3564.96,3553.6
412252,SKU_1659,Headphones,11,"2020-01-16 04:00:00",98,72205.0,Netherlands,0.5,"Credit Card",28.98,Stationery,In-store,"Not Returned",FedEx,Rome,Medium,1072.5,1043.52
190272,SKU_1251,"Wireless Mouse",18,"2020-01-16 07:00:00",73.03,41488.0,Australia,0.49,"Bank Transfer",10.65,Stationery,Online,"Not Returned",DHL,Paris,High,1305.72,1295.07
710704,SKU_1332,"Blue Pen",37,"2020-01-16 16:00:00",28.9,78193.0,Germany,0.17,"Credit Card",13.69,Stationery,In-store,"Not Returned","Royal Mail",Berlin,Medium,1063.01,1049.32
956703,SKU_1608,"Wireless Mouse",43,"2020-01-16 17:00:00",99.98,87325.0,Germany,0.08,paypall,25.28,Stationery,In-store,Returned,"Royal Mail",Amsterdam,Medium,4295.7,4270.42
671621,SKU_1316,"Wireless Mouse",48,"2020-01-17 04:00:00",38.07,73119.0,Norway,0.37,paypall,19.41,Stationery,In-store,"Not Returned",UPS,Berlin,Medium,1809.6,1790.19
250810,SKU_1526,"White Mug",5,"2020-01-17 09:00:00",2.78,82707.0,Italy,0.45,"Bank Transfer",19.54,Stationery,Online,Returned,"Royal Mail",Amsterdam,Medium,11.65,-7.89
673665,SKU_1395,Backpack,19,"2020-01-17 11:00:00",5.92,70348.0,Australia,0.48,"Bank Transfer",27.23,Stationery,Online,"Not Returned",FedEx,London,High,103.36,76.13
469599,SKU_1002,"Desk Lamp",7,"2020-01-17 14:00:00",60.7,74799.0,"United States",0.46,paypall,27.71,Stationery,Online,"Not Returned",FedEx,Amsterdam,High,421.68,393.97
850020,SKU_1600,"White Mug",33,"2020-01-17 16:00:00",48.31,98183.0,"United Kingdom",0.46,paypall,17.82,Stationery,In-store,"Not Returned",DHL,Amsterdam,High,1579.05,1561.23
920260,SKU_1649,"Wall Clock",36,"2020-01-18 10:00:00",2.78,40761.0,"United Kingdom",0.13,"Credit Card",26.77,Stationery,In-store,"Not Returned",DHL,London,Low,95.4,68.63
231373,SKU_1057,T-shirt,22,"2020-01-18 14:00:00",63.28,41674.0,Sweden,0.23,"Credit Card",23.39,Stationery,In-store,"Not Returned",FedEx,London,High,1387.1,1363.71
165726,SKU_1459,"USB Cable",22,"2020-01-18 19:00:00",50.02,75119.0,"United Kingdom",0.37,"Bank Transfer",7.45,Stationery,In-store,"Not Returned",DHL,Berlin,High,1092.3,1084.85
840674,SKU_1520,Backpack,32,"2020-01-19 01:00:00",70.58,47414.0,Sweden,0.05,paypall,29.65,Stationery,In-store,"Not Returned","Royal Mail",Berlin,High,2256.96,2227.31
650929,SKU_1107,"Blue Pen",2,"2020-01-19 03:00:00",71.03,34484.0,Germany,0.09,"Bank Transfer",10.09,Stationery,In-store,"Not Returned",FedEx,Amsterdam,Low,141.88,131.79
788105,SKU_1973,"Wall Clock",46,"2020-01-19 05:00:00",46.85,85184.0,Spain,0.22,"Credit Card",24.77,Stationery,Online,"Not Returned","Royal Mail",Amsterdam,Medium,2144.98,2120.21
545101,SKU_1849,"Office Chair",48,"2020-01-19 08:00:00",93.11,11810.0,Norway,0.23,"Credit Card",9.65,Stationery,In-store,"Not Returned","Royal Mail",Paris,Medium,4458.24,4448.59
136631,SKU_1748,"Wall Clock",28,"2020-01-19 09:00:00",69.36,GUEST,Netherlands,0.48,paypall,27.99,Stationery,Online,"Not Returned",FedEx,Paris,High,1928.64,1900.65
598863,SKU_1083,T-shirt,28,"2020-01-20 02:00:00",7.73,83260.0,France,0.12,"Credit Card",10.99,Stationery,Online,Returned,DHL,Amsterdam,High,213.08,202.09
630089,SKU_1248,"Blue Pen",29,"2020-01-20 05:00:00",25.96,90068.0,Sweden,0.46,paypall,22.85,Stationery,Online,"Not Returned",DHL,Berlin,High,739.5,716.65
250262,SKU_1381,"White Mug",29,"2020-01-20 06:00:00",65.67,49899.0,Portugal,0.33,paypall,24.03,Stationery,In-store,"Not Returned","Royal Mail",Paris,High,1894.86,1870.83
653880,SKU_1408,"Desk Lamp",4,"2020-01-20 10:00:00",42.04,66228.0,Norway,0.41,"Credit Card",8.0,Stationery,Online,"Not Returned",FedEx,Berlin,High,166.52,158.52
882355,SKU_1872,Notebook,22,"2020-01-20 19:00:00",25.46,63996.0,Australia,0.12,"Credit Card",8.93,Stationery,Online,"Not Returned",FedEx,Paris,High,557.48,548.55
337549,SKU_1893,T-shirt,30,"2020-01-20 23:00:00",43.82,95963.0,Portugal,0.31,paypall,28.81,Stationery,In-store,"Not Returned",FedEx,Rome,High,1305.3,1276.49
694319,SKU_1766,"Wall Clock",22,"2020-01-21 00:00:00",30.9,GUEST,Spain,0.43,"Credit Card",13.21,Stationery,In-store,"Not Returned","Royal Mail",MAIN,High,670.34,657.13
584299,SKU_1398,"White Mug",7,"2020-01-21 01:00:00",53.72,88103.0,Belgium,0.26,"Credit Card",27.29,Stationery,In-store,"Not Returned","Royal Mail",Berlin,Medium,374.22,346.93
155609,SKU_1233,"White Mug",11,"2020-01-21 17:00:00",65.22,68165.0,Norway,0.19,paypall,16.54,Stationery,Online,"Not Returned",DHL,London,Medium,715.33,698.79
327897,SKU_1065,"Desk Lamp",12,"2020-01-21 18:00:00",7.15,72833.0,Germany,0.46,"Credit Card",22.0,Stationery,Online,"Not Returned",DHL,London,Medium,80.28,58.28
284078,SKU_1818,"Office Chair",12,"2020-01-21 22:00:00",54.39,53438.0,Belgium,0.08,paypall,23.14,Stationery,Online,"Not Returned",FedEx,Rome,High,651.72,628.58
213632,SKU_1658,"Wireless Mouse",8,"2020-01-22 01:00:00",68.94,90901.0,"United Kingdom",0.38,paypall,18.54,Stationery,In-store,"Not Returned",DHL,Amsterdam,Medium,548.48,529.94
476836,SKU_1037,T-shirt,48,"2020-01-22 05:00:00",46.02,23992.0,France,0.14,"Credit Card",11.94,Stationery,In-store,"Not Returned",FedEx,Paris,Low,2202.24,2190.3
549395,SKU_1492,Notebook,8,"2020-01-22 09:00:00",69.09,66485.0,Portugal,0.5,paypall,29.02,Stationery,Online,"Not Returned",FedEx,London,Medium,548.72,519.7
562894,SKU_1767,"USB Cable",23,"2020-01-22 10:00:00",32.94,81211.0,Spain,0.04,"Credit Card",19.27,Stationery,Online,"Not Returned",UPS,Paris,High,756.7,737.43
173523,SKU_1920,Headphones,1,"2020-01-22 13:00:00",56.18,91820.0,"United States",0.43,"Bank Transfer",22.67,Stationery,Online,"Not Returned","Royal Mail",London,High,55.75,33.08
860463,SKU_1984,"Wireless Mouse",37,"2020-01-22 14:00:00",4.13,76076.0,"United Kingdom",0.32,paypall,28.19,Stationery,Online,"Not Returned",FedEx,Rome,Medium,140.97,112.78
128251,SKU_1424,"Wireless Mouse",28,"2020-01-23 00:00:00",31.89,85013.0,Portugal,0.09,"Credit Card",27.1,Stationery,In-store,"Not Returned","Royal Mail",Paris,Medium,890.4,863.3
368093,SKU_1182,"Blue Pen",47,"2020-01-23 07:00:00",90.09,63295.0,Italy,0.29,paypall,20.15,Stationery,In-store,"Not Returned",UPS,Rome,High,4220.6,4200.45
120056,SKU_1305,"Office Chair",30,"2020-01-23 20:00:00",14.91,57855.0,Spain,0.16,"Credit Card",24.05,Stationery,In-store,Returned,UPS,Rome,Low,442.5,418.45
738836,SKU_1949,"Office Chair",45,"2020-01-23 23:00:00",76.42,19599.0,Belgium,0.14,"Bank Transfer",5.3,Stationery,In-store,"Not Returned",UPS,London,High,3432.6,3427.3
814998,SKU_1877,"Wireless Mouse",32,"2020-01-24 09:00:00",17.42,38911.0,Australia,0.23,paypall,9.39,Stationery,Online,"Not Returned",UPS,Amsterdam,Low,550.08,540.69
566882,SKU_1157,Headphones,17,"2020-01-24 10:00:00",24.89,97053.0,France,0.47,"Bank Transfer",9.05,Stationery,In-store,Returned,"Royal Mail",Rome,High,415.14,406.09
799438,SKU_1399,"Wireless Mouse",32,"2020-01-24 21:00:00",78.38,64280.0,France,0.04,"Bank Transfer",10.13,Stationery,Online,"Not Returned",UPS,London,Medium,2506.88,2496.75
555968,SKU_1893,Backpack,44,"2020-01-25 11:00:00",85.07,12617.0,Spain,0.49,"Bank Transfer",20.37,Stationery,In-store,"Not Returned","Royal Mail",Rome,High,3721.52,3701.15
159101,SKU_1410,"USB Cable",9,"2020-01-25 13:00:00",4.85,56086.0,Australia,0.07,paypall,23.13,Stationery,In-store,"Not Returned",DHL,Rome,High,43.02,19.89
983811,SKU_1269,"White Mug",26,"2020-01-25 20:00:00",33.84,83824.0,Spain,0.34,"Bank Transfer",24.78,Stationery,Online,"Not Returned",DHL,Rome,Low,871,846.22
371967,SKU_1491,Headphones,16,"2020-01-26 04:00:00",83.99,10735.0,Spain,0.17,paypall,5.69,Stationery,In-store,"Not Returned",DHL,Paris,Medium,1341.12,1335.43
640652,SKU_1386,"Desk Lamp",28,"2020-01-26 08:00:00",77.63,88364.0,Germany,0.12,paypall,13.38,Stationery,Online,"Not Returned",UPS,Rome,Medium,2170.28,2156.9
151991,SKU_1660,"White Mug",43,"2020-01-26 11:00:00",59.2,57718.0,Belgium,0.1,paypall,19.23,Stationery,Online,"Not Returned",FedEx,Berlin,Medium,2541.3,2522.07
786337,SKU_1453,T-shirt,19,"2020-01-26 14:00:00",69.63,33768.0,Norway,0.25,"Bank Transfer",24.74,Stationery,In-store,Returned,"Royal Mail",Amsterdam,Medium,1318.22,1293.48
718992,SKU_1370,"Blue Pen",30,"2020-01-26 15:00:00",87.13,85073.0,Belgium,0.33,"Bank Transfer",21.18,Stationery,In-store,"Not Returned",UPS,Berlin,Medium,2604,2582.82
351492,SKU_1614,"White Mug",13,"2020-01-27 05:00:00",17.35,94205.0,Italy,0.38,paypall,13.11,Stationery,Online,"Not Returned",DHL,London,Low,220.61,207.5
599522,SKU_1166,T-shirt,5,"2020-01-27 07:00:00",38.41,98176.0,Spain,0.39,"Credit Card",14.67,Stationery,In-store,"Not Returned",FedEx,London,Medium,190.1,175.43
604999,SKU_1124,Headphones,8,"2020-01-27 10:00:00",5.49,95100.0,"United States",0.25,"Bank Transfer",6.08,Stationery,Online,Returned,FedEx,Amsterdam,Low,41.92,35.84
208940,SKU_1370,"Wall Clock",38,"2020-01-27 14:00:00",36.84,30356.0,Sweden,0.28,"Bank Transfer",13.97,Stationery,In-store,Returned,FedEx,Paris,Medium,1389.28,1375.31
721820,SKU_1634,"Wall Clock",49,"2020-01-27 18:00:00",11.14,18886.0,France,0.45,"Bank Transfer",25.08,Stationery,In-store,"Not Returned","Royal Mail",Rome,Low,523.81,498.73
717296,SKU_1760,Backpack,38,"2020-01-27 23:00:00",54.12,20012.0,Netherlands,0.46,paypall,21.1,Stationery,Online,"Not Returned",DHL,London,Low,2039.08,2017.98
600328,SKU_1622,Backpack,35,"2020-01-28 08:00:00",64.03,64287.0,"United States",0.5,paypall,11.55,Stationery,In-store,"Not Returned",UPS,London,High,2223.55,2212
976020,SKU_1401,T-shirt,13,"2020-01-28 12:00:00",12.93,48411.0,Netherlands,0.24,"Bank Transfer",12.05,Stationery,In-store,"Not Returned","Royal Mail",Amsterdam,High,164.97,152.92
323992,SKU_1734,"Wireless Mouse",44,"2020-01-28 21:00:00",21.93,87742.0,Germany,0.28,"Bank Transfer",13.08,Stationery,In-store,"Not Returned",UPS,Amsterdam,Medium,952.6,939.52
185999,SKU_1844,"Wall Clock",9,"2020-01-29 06:00:00",87.07,51935.0,Norway,0.39,"Bank Transfer",21.05,Stationery,Online,Returned,FedEx,Berlin,Medium,780.12,759.07
117955,SKU_1089,"Wall Clock",21,"2020-01-29 07:00:00",43.6,57408.0,Netherlands,0.45,paypall,15.42,Stationery,In-store,"Not Returned",UPS,Rome,Medium,906.15,890.73
924273,SKU_1540,Headphones,21,"2020-01-29 08:00:00",19.21,95165.0,Netherlands,0.26,"Bank Transfer",10.09,Stationery,In-store,"Not Returned",FedEx,Paris,Low,397.95,387.86
406955,SKU_1989,"White Mug",39,"2020-01-29 15:00:00",3.86,82630.0,Australia,0.19,"Credit Card",25.34,Stationery,In-store,"Not Returned",FedEx,Paris,Low,143.13,117.79
267280,SKU_1973,"USB Cable",15,"2020-01-29 16:00:00",39.32,67935.0,France,0.14,paypall,22.6,Stationery,Online,"Not Returned",DHL,Berlin,High,587.7,565.1
219180,SKU_1099,T-shirt,13,"2020-01-30 04:00:00",62.19,34063.0,France,0.06,"Credit Card",21.71,Stationery,In-store,"Not Returned",FedEx,Amsterdam,High,807.69,785.98
179459,SKU_1029,"Blue Pen",27,"2020-01-30 08:00:00",86.21,51288.0,Sweden,0.33,"Credit Card",16.44,Stationery,Online,"Not Returned","Royal Mail",Rome,Medium,2318.76,2302.32
