InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,Total,NetTotal
798361,SKU_1344,"Office Chair",30,"2020-01-03 15:00:00",45.18,64580.0,Netherlands,0.32,"Credit Card",13.75,Furniture,Online,"Not Returned",UPS,Amsterdam,Medium,1345.8,1332.05
748531,SKU_1739,"USB Cable",19,"2020-01-03 20:00:00",69.38,96641.0,Norway,0.33,paypall,27.74,Furniture,Online,"Not Returned",UPS,Amsterdam,Medium,1311.95,1284.21
996942,SKU_1292,"White Mug",43,"2020-01-04 02:00:00",15.02,34933.0,Australia,0.02,"Credit Card",18.34,Furniture,Online,"Not Returned",UPS,Berlin,High,645,626.66
704365,SKU_1528,"Office Chair",14,"2020-01-04 04:00:00",66.41,16761.0,"United Kingdom",0.22,paypall,22.68,Furniture,Online,"Not Returned","Royal Mail",Amsterdam,High,926.66,903.98
824839,SKU_1948,"Blue Pen",7,"2020-01-04 07:00:00",36.14,48511.0,"United States",0.34,"Bank Transfer",6.87,Furniture,In-store,"Not Returned",UPS,Amsterdam,Medium,250.6,243.73
905889,SKU_1450,Backpack,35,"2020-01-04 08:00:00",30.82,53228.0,Italy,0.03,"Credit Card",8.87,Furniture,Online,Returned,FedEx,Paris,Low,1077.65,1068.78
559773,SKU_1897,"Wireless Mouse",38,"2020-01-04 09:00:00",81.28,42562.0,Sweden,0.18,paypall,27.77,Furniture,In-store,"Not Returned",DHL,Amsterdam,High,3081.8,3054.03
723587,SKU_1001,"Blue Pen",24,"2020-01-04 21:00:00",25.98,46156.0,Italy,0.13,"Bank Transfer",16.68,Furniture,Online,"Not Returned",FedEx,Amsterdam,Medium,620.4,603.72
882038,SKU_1628,"White Mug",34,"2020-01-05 01:00:00",88.14,41384.0,Netherlands,0.07,"Bank Transfer",12.45,Furniture,Online,"Not Returned",UPS,London,High,2994.38,2981.93
363160,SKU_1460,"USB Cable",28,"2020-01-05 03:00:00",7.96,97931.0,Portugal,0.35,"Bank Transfer",6.64,Furniture,Online,"Not Returned",FedEx,London,Low,213.08,206.44
567281,SKU_1481,T-shirt,43,"2020-01-05 08:00:00",57.77,97562.0,"United States",0.1,"Credit Card",11.1,Furniture,Online,"Not Returned",FedEx,Amsterdam,Low,2479.81,2468.71
448951,SKU_1625,"White Mug",22,"2020-01-05 11:00:00",35.03,30725.0,France,0.24,"Bank Transfer",8.25,Furniture,Online,"Not Returned",DHL,Amsterdam,Low,765.38,757.13
748663,SKU_1213,Headphones,4,"2020-01-06 03:00:00",53.39,49169.0,Netherlands,0.5,"Bank Transfer",8.56,Furniture,Online,"Not Returned",FedEx,Berlin,Medium,211.56,203
401648,SKU_1544,Headphones,17,"2020-01-06 07:00:00",73.34,30303.0,Norway,0.23,paypall,9.78,Furniture,In-store,"Not Returned","Royal Mail",London,Medium,1242.87,1233.09
124538,SKU_1782,T-shirt,40,"2020-01-07 07:00:00",33.55,48163.0,Australia,0.28,"Bank Transfer",10.63,Furniture,In-store,"Not Returned",UPS,Rome,Low,1330.8,1320.17
591234,SKU_1193,"Wall Clock",2,"2020-01-07 10:00:00",65.92,73431.0,Sweden,0.46,"Credit Card",13.12,Furniture,Online,"Not Returned",UPS,Berlin,High,130.92,117.8
239182,SKU_1190,T-shirt,39,"2020-01-07 12:00:00",16.36,97116.0,Italy,0.02,paypall,24.95,Furniture,In-store,"Not Returned","Royal Mail",Paris,Medium,637.26,612.31
572525,SKU_1251,"Wall Clock",21,"2020-01-07 13:00:00",49.16,40318.0,Portugal,0.36,"Credit Card",25.76,Furniture,In-store,"Not Returned",DHL,Amsterdam,Low,1024.8,999.04
723094,SKU_1644,"Blue Pen",46,"2020-01-07 17:00:00",23.1,11617.0,"United States",0,paypall,27.63,Furniture,In-store,"Not Returned","Royal Mail",Rome,Low,1062.6,1034.97
997421,SKU_1089,Notebook,17,"2020-01-07 18:00:00",90.61,53537.0,Italy,0.18,paypall,14.91,Furniture,Online,"Not Returned","Royal Mail",Paris,High,1537.31,1522.4
222409,SKU_1072,Headphones,8,"2020-01-08 00:00:00",84.97,94303.0,Netherlands,0.42,"Credit Card",5.05,Furniture,In-store,"Not Returned","Royal Mail",Amsterdam,Medium,676.4,671.35
511357,SKU_1712,"Wireless Mouse",4,"2020-01-08 11:00:00",97.17,37427.0,Sweden,0.38,"Credit Card",27.23,Furniture,Online,"Not Returned",FedEx,Berlin,Low,387.16,359.93
835716,SKU_1750,"Desk Lamp",16,"2020-01-08 12:00:00",91.5,25077.0,France,0.33,paypall,10.81,Furniture,In-store,"Not Returned",UPS,Berlin,Low,1458.72,1447.91
209556,SKU_1131,Headphones,2,"2020-01-09 04:00:00",14.2,91737.0,"United States",0.46,"Bank Transfer",6.51,Furniture,Online,"Not Returned","Royal Mail",London,High,27.48,20.97
626981,SKU_1362,Backpack,32,"2020-01-09 05:00:00",21.19,47742.0,Australia,0.47,"Bank Transfer",16.79,Furniture,Online,"Not Returned",DHL,Rome,Low,663.04,646.25
252906,SKU_1415,"Office Chair",4,"2020-01-09 10:00:00",25.53,14917.0,Sweden,0.12,"Credit Card",17.47,Furniture,Online,"Not Returned","Royal Mail",Rome,Low,101.64,84.17
388249,SKU_1559,"Wireless Mouse",36,"2020-01-09 12:00:00",5.48,39410.0,Italy,0.07,"Bank Transfer",6.8,Furniture,Online,"Not Returned",UPS,Paris,Low,194.76,187.96
508923,SKU_1927,"White Mug",48,"2020-01-09 14:00:00",33.36,70633.0,Norway,0.41,paypall,24.94,Furniture,In-store,"Not Returned","Royal Mail",Berlin,Low,1581.6,1556.66
668550,SKU_1331,Notebook,8,"2020-01-09 16:00:00",11,92576.0,Netherlands,0.26,"Credit Card",22.73,Furniture,In-store,"Not Returned",DHL,Berlin,Low,85.92,63.19
850216,SKU_1444,Headphones,14,"2020-01-10 07:00:00",16.59,27505.0,Germany,0.11,"Bank Transfer",15.23,Furniture,In-store,"Not Returned",DHL,Amsterdam,High,230.72,215.49
979989,SKU_1228,"Wireless Mouse",22,"2020-01-10 13:00:00",87.31,62769.0,Netherlands,0.19,"Credit Card",14.6,Furniture,Online,"Not Returned",UPS,Rome,Low,1916.64,1902.04
693128,SKU_1649,"White Mug",20,"2020-01-10 15:00:00",84.59,GUEST,Australia,0.49,paypall,22.17,Furniture,Online,"Not Returned",FedEx,MAIN,Low,1682,1659.83
218451,SKU_1318,"Wall Clock",43,"2020-01-10 16:00:00",88.21,36263.0,Germany,0.19,"Credit Card",15.59,Furniture,In-store,"Not Returned","Royal Mail",Amsterdam,Low,3784.86,3769.27
547600,SKU_1897,"White Mug",15,"2020-01-10 17:00:00",33.59,28493.0,Germany,0.05,"Credit Card",10.87,Furniture,Online,"Not Returned",UPS,Paris,Low,503.1,492.23
865313,SKU_1297,T-shirt,28,"2020-01-11 01:00:00",57.98,40868.0,Belgium,0.09,"Credit Card",24.25,Furniture,Online,"Not Returned",DHL,Rome,Low,1620.92,1596.67
881239,SKU_1471,"Office Chair",40,"2020-01-11 06:00:00",69.95,84794.0,Australia,0.35,"Credit Card",20.23,Furniture,Online,"Not Returned",DHL,Rome,High,2784,2763.77
737147,SKU_1766,"Office Chair",36,"2020-01-11 11:00:00",28.07,59068.0,Germany,0.45,"Bank Transfer",8.76,Furniture,Online,"Not Returned",UPS,Berlin,Low,994.32,985.56
494070,SKU_1964,"Office Chair",38,"2020-01-11 13:00:00",75.52,47079.0,"United States",0.29,"Bank Transfer",25.86,Furniture,Online,"Not Returned",UPS,Rome,Low,2858.74,2832.88
452228,SKU_1791,"Blue Pen",6,"2020-01-11 14:00:00",76.69,44289.0,Italy,0.21,"Credit Card",27.65,Furniture,Online,"Not Returned",UPS,Amsterdam,Medium,458.88,431.23
369536,SKU_1385,"Wall Clock",7,"2020-01-11 16:00:00",20.07,76447.0,Norway,0.09,paypall,8.98,Furniture,Online,"Not Returned",UPS,London,Medium,139.86,130.88
357426,SKU_1876,"White Mug",47,"2020-01-11 18:00:00",20.21,80754.0,Portugal,0.03,paypall,21.81,Furniture,Online,Returned,UPS,London,Low,948.46,926.65
335167,SKU_1654,"Desk Lamp",35,"2020-01-12 00:00:00",30.31,19125.0,Germany,0.08,"Credit Card",6.06,Furniture,In-store,"Not Returned",UPS,Rome,High,1058.05,1051.99
819094,SKU_1331,Notebook,48,"2020-01-12 03:00:00",44.99,40592.0,Portugal,0.15,paypall,7.98,Furniture,Online,"Not Returned",FedEx,Amsterdam,Medium,2152.32,2144.34
170467,SKU_1933,Backpack,22,"2020-01-12 04:00:00",79.66,71700.0,"United Kingdom",0.3,"Credit Card",6.7,Furniture,In-store,"Not Returned","Royal Mail",Paris,Low,1745.92,1739.22
481050,SKU_1218,Backpack,43,"2020-01-12 08:00:00",79.64,24920.0,Germany,0.45,"Credit Card",27.67,Furniture,Online,"Not Returned",FedEx,London,High,3405.17,3377.5
911774,SKU_1210,Headphones,15,"2020-01-12 09:00:00",13.24,GUEST,Norway,0.39,"Bank Transfer",29.7,Furniture,In-store,Returned,DHL,MAIN,Medium,192.75,163.05
122671,SKU_1807,"Wall Clock",7,"2020-01-12 18:00:00",90.33,87209.0,France,0.15,"Bank Transfer",15.55,Furniture,Online,Returned,UPS,London,Low,631.26,615.71
518400,SKU_1147,"Desk Lamp",14,"2020-01-12 19:00:00",29.94,67413.0,Sweden,0.05,paypall,18.71,Furniture,In-store,"Not Returned","Royal Mail",Amsterdam,High,418.46,399.75
710490,SKU_1359,"Office Chair",38,"2020-01-12 21:00:00",80.74,59477.0,Germany,0.04,paypall,24.53,Furniture,Online,"Not Returned",DHL,Amsterdam,High,3066.6,3042.07
978338,SKU_1738,"White Mug",6,"2020-01-13 00:00:00",44.62,73585.0,"United States",0.19,"Credit Card",11.54,Furniture,In-store,"Not Returned",FedEx,London,Medium,266.58,255.04
242483,SKU_1848,T-shirt,18,"2020-01-13 08:00:00",74.28,32743.0,"United Kingdom",0.1,paypall,20.97,Furniture,In-store,"Not Returned",FedEx,London,High,1335.24,1314.27
758271,SKU_1967,"Blue Pen",24,"2020-01-13 09:00:00",64.47,GUEST,Germany,0.45,"Bank Transfer",10.03,Furniture,In-store,"Not Returned","Royal Mail",Paris,High,1536.48,1526.45
171295,SKU_1989,"Desk Lamp",29,"2020-01-13 14:00:00",78.99,95846.0,France,0.31,"Credit Card",23.75,Furniture,In-store,"Not Returned",FedEx,Amsterdam,Medium,2281.72,2257.97
843974,SKU_1986,"Office Chair",1,"2020-01-13 15:00:00",36.68,19976.0,Sweden,0.13,paypall,16.97,Furniture,Online,"Not Returned",FedEx,Paris,Medium,36.55,19.58
247718,SKU_1942,"White Mug",28,"2020-01-14 04:00:00",15.63,31772.0,France,0.38,paypall,18.47,Furniture,Online,"Not Returned",FedEx,Rome,Low,427,408.53
473616,SKU_1587,Notebook,26,"2020-01-14 11:00:00",9.52,79693.0,Spain,0.25,"Bank Transfer",19.67,Furniture,Online,"Not Returned",FedEx,Amsterdam,Low,241.02,221.35
217796,SKU_1691,"USB Cable",1,"2020-01-14 17:00:00",26.49,58638.0,"United Kingdom",0.34,paypall,23.13,Furniture,In-store,"Not Returned",UPS,Rome,High,26.15,3.02
639439,SKU_1309,"Office Chair",41,"2020-01-15 00:00:00",13.71,26855.0,Netherlands,0.22,"Credit Card",15.81,Furniture,Online,"Not Returned",UPS,Rome,High,553.09,537.28
690978,SKU_1515,T-shirt,24,"2020-01-15 01:00:00",6.94,69249.0,Spain,0.38,"Bank Transfer",9.97,Furniture,Online,"Not Returned",DHL,Amsterdam,Medium,157.44,147.47
768234,SKU_1796,"Blue Pen",39,"2020-01-15 08:00:00",54.62,67364.0,Spain,0.21,"Bank Transfer",24.93,Furniture,In-store,"Not Returned","Royal Mail",Berlin,High,2121.99,2097.06
284423,SKU_1158,"Wall Clock",36,"2020-01-15 13:00:00",49.64,74102.0,Norway,0.42,"Bank Transfer",16.39,Furniture,Online,"Not Returned","Royal Mail",London,Medium,1771.92,1755.53
616349,SKU_1700,Headphones,11,"2020-01-15 14:00:00",1.66,71174.0,Germany,0.49,"Credit Card",27.35,Furniture,In-store,"Not Returned",FedEx,Paris,High,12.87,-14.48
233272,SKU_1227,"Wall Clock",20,"2020-01-15 19:00:00",62.74,72075.0,Germany,0.3,paypall,6.09,Furniture,Online,"Not Returned",UPS,Rome,High,1248.8,1242.71
743409,SKU_1500,"Blue Pen",36,"2020-01-15 23:00:00",21.89,91317.0,Australia,0.3,"Bank Transfer",25.23,Furniture,In-store,"Not Returned","Royal Mail",Rome,Low,777.24,752.01
138467,SKU_1513,"Wireless Mouse",45,"2020-01-16 08:00:00",37.86,52544.0,Italy,0.1,"Bank Transfer",9.98,Furniture,Online,"Not Returned",UPS,Rome,Medium,1699.2,1689.22
271890,SKU_1172,"Blue Pen",42,"2020-01-16 22:00:00",23.12,27279.0,Australia,0.34,paypall,19.39,Furniture,In-store,"Not Returned",DHL,Paris,Medium,956.76,937.37
216381,SKU_1951,"USB Cable",7,"2020-01-17 02:00:00",76.65,19655.0,Norway,0.13,"Credit Card",26.96,Furniture,In-store,"Not Returned",FedEx,Paris,High,535.64,508.68
392890,SKU_1522,"Office Chair",32,"2020-01-17 10:00:00",69.65,36996.0,Belgium,0.18,"Credit Card",8.28,Furniture,In-store,"Not Returned",UPS,Rome,Medium,2223.04,2214.76
460032,SKU_1088,"Wall Clock",4,"2020-01-17 13:00:00",29.77,83954.0,Portugal,0.33,"Credit Card",28.88,Furniture,Online,"Not Returned",UPS,Berlin,High,117.76,88.88
271836,SKU_1987,"Office Chair",34,"2020-01-17 18:00:00",96.47,72229.0,Norway,0.24,"Bank Transfer",10.87,Furniture,Online,"Not Returned",DHL,Berlin,High,3271.82,3260.95
829903,SKU_1557,"USB Cable",15,"2020-01-17 19:00:00",65,44602.0,"United States",0.32,"Bank Transfer",12.74,Furniture,In-store,"Not Returned",FedEx,Amsterdam,Medium,970.2,957.46
996048,SKU_1699,"Wireless Mouse",21,"2020-01-17 22:00:00",43.84,52260.0,Australia,0.33,"Bank Transfer",26.21,Furniture,Online,"Not Returned","Royal Mail",Amsterdam,Medium,913.71,887.5
566960,SKU_1009,T-shirt,33,"2020-01-18 00:00:00",34.78,51426.0,"United States",0.38,paypall,6.79,Furniture,Online,"Not Returned",UPS,Paris,High,1135.2,1128.41
278274,SKU_1436,"Wireless Mouse",30,"2020-01-18 07:00:00",82.62,76959.0,"United Kingdom",0.01,"Credit Card",23.83,Furniture,In-store,"Not Returned",UPS,Berlin,Low,2478.3,2454.47
354079,SKU_1517,Backpack,46,"2020-01-19 02:00:00",60.27,42667.0,Germany,0.32,paypall,11.21,Furniture,In-store,"Not Returned",DHL,Amsterdam,Medium,2757.7,2746.49
922209,SKU_1002,Headphones,25,"2020-01-19 15:00:00",58.22,22664.0,Germany,0.33,paypall,17.18,Furniture,In-store,Returned,"Royal Mail",Amsterdam,Medium,1447.25,1430.07
297392,SKU_1105,"White Mug",48,"2020-01-19 21:00:00",78.35,11514.0,Germany,0.1,"Bank Transfer",24.85,Furniture,In-store,Returned,UPS,Rome,Low,3756,3731.15
548982,SKU_1007,Headphones,32,"2020-01-21 03:00:00",11.58,85983.0,France,0.01,"Credit Card",26.74,Furniture,In-store,"Not Returned","Royal Mail",Paris,High,370.24,343.5
152921,SKU_1301,T-shirt,46,"2020-01-21 12:00:00",98.05,44805.0,Belgium,0.3,paypall,19.28,Furniture,Online,"Not Returned",FedEx,Berlin,High,4496.5,4477.22
805086,SKU_1960,"USB Cable",42,"2020-01-21 13:00:00",16.6,72141.0,Sweden,0.21,"Bank Transfer",12.21,Furniture,Online,"Not Returned","Royal Mail",Paris,Medium,688.38,676.17
131024,SKU_1229,"White Mug",20,"2020-01-21 19:00:00",5.01,26773.0,Netherlands,0.28,paypall,14.79,Furniture,In-store,"Not Returned",FedEx,Paris,Medium,94.6,79.81
457429,SKU_1808,T-shirt,42,"2020-01-21 23:00:00",78.66,18173.0,Italy,0.35,paypall,16.62,Furniture,In-store,"Not Returned",FedEx,London,Low,3289.02,3272.4
821772,SKU_1752,T-shirt,30,"2020-01-22 07:00:00",36.57,97451.0,Portugal,0.18,paypall,22.62,Furniture,Online,"Not Returned",FedEx,Paris,Medium,1091.7,1069.08
186672,SKU_1268,"Office Chair",35,"2020-01-22 20:00:00",99.58,37215.0,"United States",0.26,"Credit Card",16.13,Furniture,In-store,"Not Returned",DHL,Amsterdam,High,3476.2,3460.07
444894,SKU_1020,Notebook,29,"2020-01-22 22:00:00",20.19,31146.0,Belgium,0.04,"Bank Transfer",26.25,Furniture,Online,Returned,UPS,Berlin,High,584.35,558.1
834994,SKU_1214,"Office Chair",40,"2020-01-22 23:00:00",29.23,49539.0,Italy,0.24,"Credit Card",19.9,Furniture,In-store,"Not Returned",FedEx,Amsterdam,High,1159.6,1139.7
727769,SKU_1188,"White Mug",35,"2020-01-23 01:00:00",16.29,41861.0,Sweden,0.28,"Bank Transfer",25.68,Furniture,In-store,"Not Returned",FedEx,Amsterdam,Low,560.35,534.67
650233,SKU_1712,Headphones,3,"2020-01-23 03:00:00",21.89,39686.0,Netherlands,0.38,"Bank Transfer",23.31,Furniture,Online,"Not Returned",UPS,Rome,Low,64.53,41.22
276615,SKU_1984,Notebook,20,"2020-01-23 21:00:00",71.27,70875.0,Australia,0.45,"Credit Card",22.33,Furniture,Online,"Not Returned",FedEx,Rome,High,1416.4,1394.07
287628,SKU_1378,"Wall Clock",10,"2020-01-23 22:00:00",64.1,52362.0,"United Kingdom",0.3,"Bank Transfer",19.8,Furniture,In-store,"Not Returned",UPS,Paris,High,638,618.2
352764,SKU_1162,Headphones,12,"2020-01-24 08:00:00",45.56,42206.0,Sweden,0.08,paypall,23.46,Furniture,Online,"Not Returned",DHL,Rome,High,545.76,522.3
109435,SKU_1531,"Blue Pen",18,"2020-01-24 19:00:00",87.23,38061.0,Australia,0.05,paypall,13.59,Furniture,Online,"Not Returned",DHL,London,Medium,1569.24,1555.65
965264,SKU_1051,Backpack,44,"2020-01-24 22:00:00",77.85,24449.0,Norway,0.32,"Credit Card",11.22,Furniture,In-store,"Not Returned",DHL,Rome,High,3411.32,3400.1
291475,SKU_1320,"Desk Lamp",32,"2020-01-25 01:00:00",66.77,60678.0,Netherlands,0.42,paypall,27.18,Furniture,In-store,"Not Returned",UPS,Amsterdam,Low,2123.2,2096.02
260196,SKU_1878,"USB Cable",39,"2020-01-25 02:00:00",96.88,GUEST,Sweden,0.49,"Credit Card",27.88,Furniture,Online,"Not Returned",UPS,Rome,Low,3759.21,3731.33
326507,SKU_1595,"USB Cable",13,"2020-01-25 03:00:00",2.58,25886.0,Germany,0.46,"Credit Card",6.8,Furniture,Online,"Not Returned",DHL,London,Medium,27.56,20.76
221172,SKU_1735,Backpack,20,"2020-01-25 08:00:00",29.85,68674.0,Italy,0.32,"Credit Card",8.57,Furniture,Online,"Not Returned",UPS,Amsterdam,Low,590.6,582.03
456902,SKU_1640,T-shirt,42,"2020-01-25 09:00:00",17.73,29269.0,Germany,0.16,paypall,17.01,Furniture,Online,Returned,"Royal Mail",Rome,Medium,737.94,720.93
834965,SKU_1091,Notebook,21,"2020-01-25 18:00:00",15.34,87473.0,"United States",0.02,"Credit Card",6.15,Furniture,Online,"Not Returned",FedEx,Paris,Low,321.72,315.57
750419,SKU_1860,"Desk Lamp",5,"2020-01-25 22:00:00",45.92,11372.0,"United Kingdom",0.08,paypall,6.95,Furniture,Online,"Not Returned",UPS,Berlin,Medium,229.2,222.25
291232,SKU_1784,"Office Chair",33,"2020-01-26 05:00:00",71.16,40824.0,Sweden,0.25,"Credit Card",27.98,Furniture,In-store,"Not Returned",FedEx,Rome,Low,2340.03,2312.05
109540,SKU_1631,Headphones,2,"2020-01-26 07:00:00",93.13,90923.0,"United States",0.17,"Credit Card",14.53,Furniture,In-store,"Not Returned",UPS,Amsterdam,High,185.92,171.39
466326,SKU_1768,"Wall Clock",22,"2020-01-26 13:00:00",5.74,84934.0,"United States",0.35,"Bank Transfer",21.63,Furniture,Online,"Not Returned",UPS,Paris,High,118.58,96.95
821747,SKU_1953,Backpack,4,"2020-01-26 20:00:00",27.87,53720.0,Norway,0.05,"Bank Transfer",11.71,Furniture,Online,"Not Returned",DHL,Amsterdam,Low,111.28,99.57
249143,SKU_1171,"Desk Lamp",15,"2020-01-26 21:00:00",29.21,74885.0,Portugal,0.01,"Credit Card",12.15,Furniture,In-store,"Not Returned",UPS,Paris,Low,438,425.85
431593,SKU_1089,"Wall Clock",47,"2020-01-27 11:00:00",67.94,95289.0,Australia,0,"Bank Transfer",19.5,Furniture,In-store,"Not Returned",DHL,Amsterdam,Medium,3193.18,3173.68
251836,SKU_1310,"Blue Pen",12,"2020-01-27 13:00:00",14,75607.0,Sweden,0.24,"Credit Card",15.29,Furniture,Online,"Not Returned","Royal Mail",Berlin,High,165.12,149.83
906790,SKU_1531,"Wireless Mouse",20,"2020-01-28 09:00:00",25.25,GUEST,"United Kingdom",0.26,"Credit Card",14.16,Furniture,In-store,"Not Returned",DHL,Rome,Low,499.8,485.64
103267,SKU_1714,"White Mug",20,"2020-01-28 10:00:00",23.94,74911.0,Sweden,0.01,"Bank Transfer",28.39,Furniture,Online,"Not Returned","Royal Mail",Berlin,Medium,478.6,450.21
214352,SKU_1449,Backpack,3,"2020-01-29 04:00:00",81.27,91591.0,Netherlands,0.09,paypall,18.39,Furniture,Online,"Not Returned",DHL,Berlin,High,243.54,225.15
844086,SKU_1731,"USB Cable",22,"2020-01-29 11:00:00",54.53,49763.0,Belgium,0.14,paypall,29.16,Furniture,In-store,"Not Returned","Royal Mail",Rome,High,1196.58,1167.42
514568,SKU_1503,T-shirt,12,"2020-01-29 22:00:00",31.6,76300.0,Belgium,0.38,"Credit Card",25.58,Furniture,Online,"Not Returned","Royal Mail",Rome,Low,374.64,349.06
638685,SKU_1025,"Blue Pen",45,"2020-01-30 02:00:00",57.62,57868.0,Germany,0.12,"Bank Transfer",16.59,Furniture,In-store,"Not Returned",DHL,Paris,High,2587.5,2570.91
166234,SKU_1441,Notebook,28,"2020-01-30 05:00:00",53.08,75696.0,Italy,0.13,"Bank Transfer",18.91,Furniture,In-store,"Not Returned",UPS,Berlin,Low,1482.6,1463.69
295004,SKU_1905,"Desk Lamp",13,"2020-01-30 10:00:00",4.7,23701.0,Norway,0.41,"Credit Card",14.89,Furniture,In-store,"Not Returned",UPS,Paris,High,55.77,40.88
566152,SKU_1495,Backpack,41,"2020-01-30 11:00:00",11.74,52898.0,Norway,0.5,"Bank Transfer",26.52,Furniture,Online,"Not Returned",FedEx,Paris,Medium,460.84,434.32
575853,SKU_1997,T-shirt,17,"2020-01-30 14:00:00",7.18,76304.0,Norway,0.22,"Credit Card",7.87,Furniture,Online,"Not Returned",DHL,Berlin,Low,118.32,110.45
940530,SKU_1139,Headphones,46,"2020-01-30 18:00:00",9.66,49176.0,Spain,0.46,"Bank Transfer",27.85,Furniture,In-store,"Not Returned",UPS,Amsterdam,High,423.2,395.35
239407,SKU_1748,"Office Chair",49,"2020-01-30 21:00:00",78.93,11897.0,Germany,0.45,paypall,12.74,Furniture,Online,"Not Returned",FedEx,London,Low,3845.52,3832.78
297775,SKU_1258,Headphones,19,"2020-01-31 07:00:00",60.85,60647.0,Netherlands,0.46,"Credit Card",10.08,Furniture,Online,Returned,UPS,Berlin,High,1147.41,1137.33
279208,SKU_1449,Headphones,13,"2020-02-01 01:00:00",76.42,GUEST,Netherlands,0.45,"Credit Card",9.62,Furniture,Online,"Not Returned",DHL,MAIN,Low,987.61,977.99
331915,SKU_1638,T-shirt,21,"2020-02-01 04:00:00",98.78,64689.0,"United States",0.18,"Bank Transfer",10.44,Furniture,Online,"Not Returned",DHL,Berlin,Medium,2070.6,2060.16
905497,SKU_1325,"Desk Lamp",45,"2020-02-01 16:00:00",94.59,92671.0,Norway,0.44,"Credit Card",27.18,Furniture,Online,"Not Returned","Royal Mail",London,Medium,4236.75,4209.57
712380,SKU_1416,Headphones,38,"2020-02-01 19:00:00",76.34,58711.0,Australia,0.15,"Bank Transfer",13.68,Furniture,Online,"Not Returned",FedEx,Rome,Medium,2895.22,2881.54
416837,SKU_1881,T-shirt,38,"2020-02-01 21:00:00",29.28,91490.0,France,0.48,"Bank Transfer",7.81,Furniture,In-store,"Not Returned",UPS,Amsterdam,High,1094.4,1086.59
585008,SKU_1606,"Office Chair",7,"2020-02-02 04:00:00",71.41,60498.0,Spain,0.48,paypall,10.36,Furniture,Online,"Not Returned",UPS,Berlin,Medium,496.51,486.15
977699,SKU_1440,"White Mug",14,"2020-02-02 07:00:00",44.61,29726.0,Sweden,0.19,paypall,18.55,Furniture,Online,"Not Returned",FedEx,Rome,High,621.88,603.33
266981,SKU_1573,Notebook,3,"2020-02-02 09:00:00",52.42,78310.0,France,0.48,"Credit Card",22.94,Furniture,Online,"Not Returned",UPS,London,High,155.82,132.88
334677,SKU_1935,"Wall Clock",4,"2020-02-02 14:00:00",71.81,98381.0,Netherlands,0.31,paypall,19.34,Furniture,Online,"Not Returned",FedEx,Paris,Medium,286,266.66
743162,SKU_1311,"White Mug",22,"2020-02-02 16:00:00",66.23,91462.0,Netherlands,0.48,"Credit Card",26.84,Furniture,In-store,"Not Returned","Royal Mail",Rome,Low,1446.5,1419.66
